Block Column	Block Row	Column	Row	Reporter Name	Reporter Database Entry[sgd]	Reporter Database Entry[image]	Reporter Database Entry[locus]	Reporter Database Entry[embl]	Control Type	Composite Element Name	Composite Element Database Entry[sgd]	Composite Element Database Entry[embl]	Composite Element Database Entry[locus]	Composite Element Database Entry[unigene:184:184]	Composite Element Database Entry[unigene:186:186]	Composite Element Comment
2	8	5	17	307296/MAGE.Reporter		1543287	152330	AA918449		UniGeneID:Hs\.298705/MAGE.CompositeSequence		CNTN4	152330	Hs.298705		ESTs, Highly similar to neural cell adhesion protein BIG-2 precursor [R.norvegicus]
4	12	21	24	312410/MAGE.Reporter		1854633	347259	AI283492		UniGeneID:Hs\.144783/MAGE.CompositeSequence				Hs.144783		ESTs
3	4	2	25	319874/MAGE.Reporter		1892010		AI277315		stanfordseq.suid:319874CS/MAGE.CompositeSequence						EST
3	9	16	21	319079/MAGE.Reporter		1566659		AI091641		UniGeneID:Hs\.334980/MAGE.CompositeSequence			441039	Hs.334980		EST
3	3	30	23	312630/MAGE.Reporter		1839394		AI214437		UniGeneID:Hs\.371744/MAGE.CompositeSequence				Hs.371744		ESTs
3	9	29	20	319834/MAGE.Reporter		1518059		AA910598		stanfordseq.suid:319834CS/MAGE.CompositeSequence						EST
3	10	23	20	316754/MAGE.Reporter		841103		AA486794		stanfordseq.suid:316754CS/MAGE.CompositeSequence						ESTs, Weakly similar to alternatively spliced product using exon 13A [H.sapiens]
1	5	13	21	318061/MAGE.Reporter		1566172	202460	AI066532		stanfordseq.suid:318061CS/MAGE.CompositeSequence						ESTs
2	12	8	19	309920/MAGE.Reporter		509459		AA056382		UniGeneID:Hs\.515223/MAGE.CompositeSequence				Hs.515223		ESTs, Moderately similar to ORF derived from protease and integrase coding regions [H.sapiens]
4	10	30	12	223985/MAGE.Reporter		344194		W69743		UniGeneID:Hs\.58049/MAGE.CompositeSequence				Hs.58049		28
2	5	21	21	316714/MAGE.Reporter		1570887	166378	AA932752		stanfordseq.suid:316714CS/MAGE.CompositeSequence						ESTs, Moderately similar to SPAF [M.musculus]
3	4	31	23	313279/MAGE.Reporter		1838645		AI208903		UniGeneID:Hs\.390221/MAGE.CompositeSequence		TEX14	56155	Hs.390221		EST
4	9	11	18	310554/MAGE.Reporter		898178		AA598555		stanfordseq.suid:310554CS/MAGE.CompositeSequence						protein tyrosine phosphatase, non-receptor type 3
1	6	10	24	318939/MAGE.Reporter		1847615		AI240208		stanfordseq.suid:318939CS/MAGE.CompositeSequence						EST
2	2	11	12	225687/MAGE.Reporter		725978		AA394066		stanfordseq.suid:225687CS/MAGE.CompositeSequence						26
2	2	24	19	307033/MAGE.Reporter		148991		R82287		stanfordseq.suid:307033CS/MAGE.CompositeSequence						ESTs
3	11	1	17	310514/MAGE.Reporter		1561003		AA975033		stanfordseq.suid:310514CS/MAGE.CompositeSequence						ESTs
2	5	7	21	317644/MAGE.Reporter		1524430		AA907948		UniGeneID:Hs\.444384/MAGE.CompositeSequence				Hs.444384		ESTs
3	5	15	16	224853/MAGE.Reporter				AA693513		UniGeneID:Hs\.120340/MAGE.CompositeSequence				Hs.120340		42
4	2	22	22	317126/MAGE.Reporter		1686751		AI095085		stanfordseq.suid:317126CS/MAGE.CompositeSequence						EST
2	3	7	16	307930/MAGE.Reporter		449198				stanfordseq.suid:307930CS/MAGE.CompositeSequence						EST
2	7	7	22	314046/MAGE.Reporter		1644425	284274	AI028677		stanfordseq.suid:314046CS/MAGE.CompositeSequence						ESTs
3	2	28	19	314468/MAGE.Reporter		770191	26233	AA434041		UniGeneID:Hs\.12271/MAGE.CompositeSequence		FBXL6	26233	Hs.12271		ESTs, Weakly similar to KIAA0840 protein [H.sapiens]
4	10	30	23	313170/MAGE.Reporter		1836659		AI205558		stanfordseq.suid:313170CS/MAGE.CompositeSequence						ESTs
2	11	4	18	310239/MAGE.Reporter		1647251		AI026048		UniGeneID:Hs\.317713/MAGE.CompositeSequence				Hs.317713		ESTs
3	2	19	16	220464/MAGE.Reporter		1461724		AA884386		UniGeneID:Hs\.543844/MAGE.CompositeSequence				Hs.543844		43
4	12	12	22	319682/MAGE.Reporter		1660283	1876	AI082612		UniGeneID:Hs\.135465/MAGE.CompositeSequence		E2F6	1876	Hs.135465		ESTs
1	1	19	21	313904/MAGE.Reporter		1582903		AA972326		UniGeneID:Hs\.540858/MAGE.CompositeSequence				Hs.540858		EST
3	3	16	22	311315/MAGE.Reporter		1675600		AI076450		UniGeneID:Hs\.542830/MAGE.CompositeSequence				Hs.542830		EST
3	12	19	23	311183/MAGE.Reporter		1734228		AI184715		UniGeneID:Hs\.147007/MAGE.CompositeSequence				Hs.147007		EST
1	8	14	25	312911/MAGE.Reporter		1909962	352165	AI300005		UniGeneID:Hs\.192711/MAGE.CompositeSequence			441179	Hs.192711		ESTs
1	12	2	15	225723/MAGE.Reporter			283492	AA707468		UniGeneID:Hs\.166754/MAGE.CompositeSequence			439919	Hs.166754		37
2	2	2	15	221539/MAGE.Reporter		845700		AA773329		UniGeneID:Hs\.290255/MAGE.CompositeSequence				Hs.290255		37
2	4	24	14	224406/MAGE.Reporter		49245		H15440		UniGeneID:Hs\.128848/MAGE.CompositeSequence				Hs.128848		35
1	7	15	19	307053/MAGE.Reporter		1642958		AI024160		UniGeneID:Hs\.131465/MAGE.CompositeSequence				Hs.131465		EST
4	12	14	19	308302/MAGE.Reporter		897895		AA598656		stanfordseq.suid:308302CS/MAGE.CompositeSequence						ESTs
1	1	4	25	312275/MAGE.Reporter		1896199		AI298306		stanfordseq.suid:312275CS/MAGE.CompositeSequence						ESTs
4	5	27	24	315368/MAGE.Reporter		1861050		AI198340		UniGeneID:Hs\.538208/MAGE.CompositeSequence				Hs.538208		EST
2	3	25	14	225866/MAGE.Reporter		124246	1650	R02014		UniGeneID:Hs\.553860/MAGE.CompositeSequence				Hs.553860		36
1	9	6	13	223361/MAGE.Reporter		814838	550	AA459427		UniGeneID:Hs\.411480/MAGE.CompositeSequence		AUP1	550	Hs.411480		29
1	10	14	21	312235/MAGE.Reporter		1563174		AA917794		stanfordseq.suid:312235CS/MAGE.CompositeSequence						ESTs
3	2	14	14	221191/MAGE.Reporter			349315	AA707452		UniGeneID:Hs\.455325/MAGE.CompositeSequence				Hs.455325		34
4	1	17	18	310807/MAGE.Reporter		1854956	4956	AI285947		UniGeneID:Hs\.159274/MAGE.CompositeSequence		ODF1	4956	Hs.159274		H.sapiens ODF2 (allele 2) gene for outer dense fiber protein
3	4	9	23	316926/MAGE.Reporter		1752743	94033	AI149710		UniGeneID:Hs\.105324/MAGE.CompositeSequence		FTMT	94033	Hs.105324		ESTs, Moderately similar to apoferritin H chain [H.sapiens]
2	3	7	19	309651/MAGE.Reporter		1031777		AA609633		stanfordseq.suid:309651CS/MAGE.CompositeSequence						EST
3	7	26	17	310984/MAGE.Reporter		1639207		AI017149		UniGeneID:Hs\.369825/MAGE.CompositeSequence		TFCP2L4	57822	Hs.369825		EST
1	3	25	24	311795/MAGE.Reporter		1876598		AI272647		UniGeneID:Hs\.151274/MAGE.CompositeSequence				Hs.151274		ESTs
1	10	17	23	315688/MAGE.Reporter		1734073		AI191770		UniGeneID:Hs\.192261/MAGE.CompositeSequence				Hs.192261		ESTs
1	5	19	16	224208/MAGE.Reporter		1467988	79668	AA883884		stanfordseq.suid:224208CS/MAGE.CompositeSequence						43
3	2	27	14	221128/MAGE.Reporter		446890		AA699678		stanfordseq.suid:221128CS/MAGE.CompositeSequence						36
4	5	25	13	221720/MAGE.Reporter		685922	23234	AA255668		UniGeneID:Hs\.180312/MAGE.CompositeSequence		MRPS16	51021	Hs.180312		32
3	4	25	22	313395/MAGE.Reporter		1704029		AI159877		UniGeneID:Hs\.137945/MAGE.CompositeSequence				Hs.137945		ESTs
2	7	23	15	226036/MAGE.Reporter		770845	1534	AA427768		UniGeneID:Hs\.355264/MAGE.CompositeSequence		CYB561	1534	Hs.355264		39
3	8	5	22	315769/MAGE.Reporter		1649948		AI031771		stanfordseq.suid:315769CS/MAGE.CompositeSequence						ESTs
3	3	32	18	309738/MAGE.Reporter		139759		R62140		UniGeneID:Hs\.535763/MAGE.CompositeSequence		LOC285419	285419	Hs.535763		
1	11	3	21	311645/MAGE.Reporter		1544154	343302	AA909664		UniGeneID:Hs\.416723/MAGE.CompositeSequence				Hs.416723		EST
4	2	4	24	316278/MAGE.Reporter		1841488		AI220423		UniGeneID:Hs\.147738/MAGE.CompositeSequence				Hs.147738		EST
1	11	18	22	312836/MAGE.Reporter		1693245	342489	AI147029		UniGeneID:Hs\.146724/MAGE.CompositeSequence				Hs.146724		EST
1	2	30	17	308292/MAGE.Reporter		1638629		AI017741		stanfordseq.suid:308292CS/MAGE.CompositeSequence						EST
4	8	22	16	222938/MAGE.Reporter		1460696		AA868802		UniGeneID:Hs\.554240/MAGE.CompositeSequence				Hs.554240		43
3	4	2	24	316160/MAGE.Reporter		1842559		AI221265		stanfordseq.suid:316160CS/MAGE.CompositeSequence						ESTs
1	2	15	25	318491/MAGE.Reporter		1911463		AI268016		UniGeneID:Hs\.145710/MAGE.CompositeSequence				Hs.145710		ESTs
1	2	22	21	318040/MAGE.Reporter		1580898		AA939043		UniGeneID:Hs\.127200/MAGE.CompositeSequence				Hs.127200		EST
1	3	27	17	307213/MAGE.Reporter		1640820	154872	AI015043		UniGeneID:Hs\.444163/MAGE.CompositeSequence			402589	Hs.444163		ESTs
1	9	27	19	314693/MAGE.Reporter		1417751		AA903894		UniGeneID:Hs\.144975/MAGE.CompositeSequence				Hs.144975		ESTs
4	10	6	23	312202/MAGE.Reporter		1738288	161142	AI191975		UniGeneID:Hs\.412818/MAGE.CompositeSequence		C14orf54	161142	Hs.412818		ESTs
3	12	6	24	320043/MAGE.Reporter		1843328	206938	AI221874		UniGeneID:Hs\.217297/MAGE.CompositeSequence		C9orf94	206938	Hs.217297		ESTs
2	3	2	22	315983/MAGE.Reporter		1643012	347248	AI024267		UniGeneID:Hs\.128309/MAGE.CompositeSequence				Hs.128309		ESTs
1	9	11	21	314813/MAGE.Reporter		1565452		AI218719		stanfordseq.suid:314813CS/MAGE.CompositeSequence						ESTs
1	3	30	18	308252/MAGE.Reporter		136781		R36077		stanfordseq.suid:308252CS/MAGE.CompositeSequence						ESTs
3	6	1	25	311733/MAGE.Reporter		1891788		AI265991		stanfordseq.suid:311733CS/MAGE.CompositeSequence						EST
2	7	10	24	319332/MAGE.Reporter		1845870	352909	AI218452		UniGeneID:Hs\.351582/MAGE.CompositeSequence		LOC352909	352909	Hs.351582		ESTs
4	4	28	21	317896/MAGE.Reporter		1625810		AA995109		UniGeneID:Hs\.129546/MAGE.CompositeSequence				Hs.129546		EST
3	11	31	14	224074/MAGE.Reporter		453200		AA704825		UniGeneID:Hs\.119848/MAGE.CompositeSequence				Hs.119848		36
4	5	31	19	313458/MAGE.Reporter		448553		AA777754		UniGeneID:Hs\.405338/MAGE.CompositeSequence				Hs.405338		ESTs
2	5	17	13	226826/MAGE.Reporter		703577		AA278757		stanfordseq.suid:226826CS/MAGE.CompositeSequence						31
1	2	24	21	315021/MAGE.Reporter		1581666	51501	AA970250		UniGeneID:Hs\.283322/MAGE.CompositeSequence		HSPC138	51501	Hs.283322		EST
4	1	22	22	315783/MAGE.Reporter		1678485		AI080721		UniGeneID:Hs\.134230/MAGE.CompositeSequence				Hs.134230		EST
1	4	26	20	313349/MAGE.Reporter		1505638	342896	AA910467		UniGeneID:Hs\.128627/MAGE.CompositeSequence				Hs.128627		ESTs
4	11	4	24	314036/MAGE.Reporter		1840325		AI216879		UniGeneID:Hs\.131244/MAGE.CompositeSequence				Hs.131244		EST
3	3	16	14	220371/MAGE.Reporter		1035829		AA628808		UniGeneID:Hs\.554653/MAGE.CompositeSequence				Hs.554653		34
2	2	22	22	318977/MAGE.Reporter		1687194	84872	AI095114		UniGeneID:Hs\.528696/MAGE.CompositeSequence		FLJ14451	84872	Hs.528696		ESTs
3	9	4	21	311578/MAGE.Reporter		1544065		AA922211		UniGeneID:Hs\.132481/MAGE.CompositeSequence				Hs.132481		EST
1	11	6	20	319719/MAGE.Reporter		1912325	8771	AI304479		UniGeneID:Hs\.434878/MAGE.CompositeSequence		TNFRSF6B	8771	Hs.434878		Homo sapiens mRNA; cDNA DKFZp434C013 (from clone DKFZp434C013)
4	8	19	23	316574/MAGE.Reporter		1732109		AI183463		stanfordseq.suid:316574CS/MAGE.CompositeSequence						ESTs
1	12	27	20	319614/MAGE.Reporter		1506392		AA906286		stanfordseq.suid:319614CS/MAGE.CompositeSequence						ESTs
4	4	15	12	223351/MAGE.Reporter		755424	84818	AA419038		UniGeneID:Hs\.129959/MAGE.CompositeSequence		IL17RC	84818	Hs.129959		26
1	2	1	20	315421/MAGE.Reporter		1683351	5083	AI092288		UniGeneID:Hs\.132576/MAGE.CompositeSequence		PAX9	5083	Hs.132576		paired box gene 9
2	5	30	19	318759/MAGE.Reporter		448248		AA777304		stanfordseq.suid:318759CS/MAGE.CompositeSequence						ESTs, Weakly similar to !!!! ALU SUBFAMILY J WARNING ENTRY !!!! [H.sapiens]
2	7	13	24	315982/MAGE.Reporter		1846347		AI239628		UniGeneID:Hs\.125959/MAGE.CompositeSequence				Hs.125959		ESTs
3	10	29	14	224892/MAGE.Reporter		447540		AA702407		UniGeneID:Hs\.387251/MAGE.CompositeSequence		EVI5	7813	Hs.387251		36
3	4	25	19	311675/MAGE.Reporter		740908	90249	AA478265		UniGeneID:Hs\.33191/MAGE.CompositeSequence		UNC5A	90249	Hs.33191		ESTs, Weakly similar to rostral cerebellar malformation protein [M.musculus]
1	1	11	16	223242/MAGE.Reporter				AA778627		stanfordseq.suid:223242CS/MAGE.CompositeSequence						42
2	3	26	25	314494/MAGE.Reporter		1948128	10785	AI352627		UniGeneID:Hs\.248815/MAGE.CompositeSequence		WDR4	10785	Hs.248815		ESTs, Weakly similar to PCAF associated factor 65 beta [H.sapiens]
1	6	1	24	316290/MAGE.Reporter		1842650		AI218808		UniGeneID:Hs\.382014/MAGE.CompositeSequence				Hs.382014		ESTs
4	12	31	12	226750/MAGE.Reporter		399516	80233	AA733188		UniGeneID:Hs\.313905/MAGE.CompositeSequence		FLJ22175	80233	Hs.313905		28
1	12	27	19	318719/MAGE.Reporter		856142		AA630597		stanfordseq.suid:318719CS/MAGE.CompositeSequence						ESTs
4	2	25	23	317883/MAGE.Reporter		1758186		AI200688		stanfordseq.suid:317883CS/MAGE.CompositeSequence						ESTs
2	6	32	12	225595/MAGE.Reporter		415550	342487	W78714		UniGeneID:Hs\.60257/MAGE.CompositeSequence				Hs.60257		28
2	9	23	13	225467/MAGE.Reporter		746235		AA417759		stanfordseq.suid:225467CS/MAGE.CompositeSequence						31
2	10	22	16	222387/MAGE.Reporter		1460995		AA890098		stanfordseq.suid:222387CS/MAGE.CompositeSequence						43
4	2	28	22	316585/MAGE.Reporter		1667400	1457	AI057558		UniGeneID:Hs\.526858/MAGE.CompositeSequence				Hs.526858		ESTs
4	10	28	17	309038/MAGE.Reporter		1632248		AI005349		stanfordseq.suid:309038CS/MAGE.CompositeSequence						ESTs
2	11	1	23	311515/MAGE.Reporter		1736593		AI125389		UniGeneID:Hs\.151148/MAGE.CompositeSequence				Hs.151148		EST, Weakly similar to reverse transcriptase related protein [H.sapiens]
2	11	1	25	312982/MAGE.Reporter		1879748	337970	AI288919		UniGeneID:Hs\.60480/MAGE.CompositeSequence		KRTAP19-3	337970	Hs.60480		ESTs, Weakly similar to glycine tyrosine-rich hair protein [M.musculus]
1	4	31	18	310069/MAGE.Reporter		233635	284098	H77380		UniGeneID:Hs\.378885/MAGE.CompositeSequence		PIGW	284098	Hs.378885		ESTs
2	12	29	14	222347/MAGE.Reporter		377874		AA777084		stanfordseq.suid:222347CS/MAGE.CompositeSequence						36
2	8	8	23	318735/MAGE.Reporter		1738835		AI187912		UniGeneID:Hs\.524830/MAGE.CompositeSequence				Hs.524830		EST
3	3	31	15	222307/MAGE.Reporter		431733		AA677803		stanfordseq.suid:222307CS/MAGE.CompositeSequence						40
4	4	13	20	312526/MAGE.Reporter		1759755		AI219155		UniGeneID:Hs\.479231/MAGE.CompositeSequence				Hs.479231		H.sapiens isoform 1 gene for L-type calcium channel, neuronal subform (partial)
2	3	6	24	316818/MAGE.Reporter		1840638	339771	AI220437		UniGeneID:Hs\.147740/MAGE.CompositeSequence			339771	Hs.147740		EST
4	8	10	14	221548/MAGE.Reporter		757463	341904	AA437245		UniGeneID:Hs\.98945/MAGE.CompositeSequence				Hs.98945		34
2	3	5	13	306815/MAGE.Reporter		449278				stanfordseq.suid:306815CS/MAGE.CompositeSequence						EST
4	5	14	21	312095/MAGE.Reporter		1555384		AA975175		stanfordseq.suid:312095CS/MAGE.CompositeSequence						ESTs
4	12	14	22	312992/MAGE.Reporter		1661126		AI142877		stanfordseq.suid:312992CS/MAGE.CompositeSequence						ESTs
4	11	13	12	220576/MAGE.Reporter		396797		AA758135		stanfordseq.suid:220576CS/MAGE.CompositeSequence						26
3	4	7	24	319179/MAGE.Reporter		1843515		AI222116		UniGeneID:Hs\.147835/MAGE.CompositeSequence			441833	Hs.147835		EST
1	2	21	25	311629/MAGE.Reporter		1940317		AI352147		UniGeneID:Hs\.156798/MAGE.CompositeSequence				Hs.156798		EST
1	8	25	13	222607/MAGE.Reporter		186767	3125	H50622		UniGeneID:Hs\.545653/MAGE.CompositeSequence		HLA-DRB6	3128	Hs.545653		32
3	1	22	25	319257/MAGE.Reporter		1946107	64748	AI341987		UniGeneID:Hs\.6846/MAGE.CompositeSequence		LPPR2	64748	Hs.6846		ESTs
4	3	11	25	318596/MAGE.Reporter		1897965		AI299546		UniGeneID:Hs\.143835/MAGE.CompositeSequence				Hs.143835		ESTs
1	6	27	22	319843/MAGE.Reporter		1705853		AI127295		UniGeneID:Hs\.137274/MAGE.CompositeSequence				Hs.137274		ESTs, Weakly similar to SPLICEOSOME ASSOCIATED PROTEIN 62 [H.sapiens]
2	7	4	21	318817/MAGE.Reporter		1522934		AA909591		UniGeneID:Hs\.130193/MAGE.CompositeSequence				Hs.130193		EST
4	10	16	20	191876/MAGE.Reporter		2028031	4088	AI356395		stanfordseq.suid:191876CS/MAGE.CompositeSequence						Hs.198999 Human mad homolog JV15-2 mRNA, complete cds
1	1	23	16	224040/MAGE.Reporter		1468513		AA884261		UniGeneID:Hs\.116864/MAGE.CompositeSequence				Hs.116864		43
2	5	24	20	312710/MAGE.Reporter		2314420	4852	AI675889		UniGeneID:Hs\.1832/MAGE.CompositeSequence		NPY	4852	Hs.1832		neuropeptide Y
4	8	8	15	221330/MAGE.Reporter		259607	93166	N29774		UniGeneID:Hs\.135118/MAGE.CompositeSequence		PRDM6	93166	Hs.135118		37
3	3	32	16	222700/MAGE.Reporter		1572839		AA953924		stanfordseq.suid:222700CS/MAGE.CompositeSequence						44
1	3	23	17	307800/MAGE.Reporter		1627918		AI017074		UniGeneID:Hs\.292159/MAGE.CompositeSequence				Hs.292159		EST
4	4	28	20	315619/MAGE.Reporter		1476167		AA873075		UniGeneID:Hs\.294131/MAGE.CompositeSequence				Hs.294131		ESTs
2	6	24	19	309612/MAGE.Reporter		149296		H04313		UniGeneID:Hs\.480105/MAGE.CompositeSequence				Hs.480105		EST
2	8	20	24	318629/MAGE.Reporter		1854494		AI243486		stanfordseq.suid:318629CS/MAGE.CompositeSequence						EST
4	4	11	20	315549/MAGE.Reporter		1660093		AI038202		stanfordseq.suid:315549CS/MAGE.CompositeSequence						ATPase, Ca++ transporting, cardiac muscle, fast twitch 1
2	8	16	17	309356/MAGE.Reporter		1583592	343953	AA971649		UniGeneID:Hs\.374251/MAGE.CompositeSequence				Hs.374251		ESTs
3	11	23	13	222297/MAGE.Reporter		460018	23376	AA676712		stanfordseq.suid:222297CS/MAGE.CompositeSequence						31
2	12	12	23	318480/MAGE.Reporter		1751865		AI149943		UniGeneID:Hs\.145134/MAGE.CompositeSequence				Hs.145134		EST
1	4	3	16	220500/MAGE.Reporter		454953	1238	AA779356		UniGeneID:Hs\.24286/MAGE.CompositeSequence				Hs.24286		41
3	2	9	23	314238/MAGE.Reporter		1752619		AI150535		UniGeneID:Hs\.308137/MAGE.CompositeSequence				Hs.308137		EST
2	1	18	21	317828/MAGE.Reporter		1568233		AA928864		UniGeneID:Hs\.477711/MAGE.CompositeSequence		CHR3SYT	83850	Hs.477711		ESTs
3	8	17	21	315509/MAGE.Reporter		1579619		AA969058		stanfordseq.suid:315509CS/MAGE.CompositeSequence						ESTs
2	4	5	20	311593/MAGE.Reporter		461930		AA779937		stanfordseq.suid:311593CS/MAGE.CompositeSequence						cytochrome P450, 51 (lanosterol 14-alpha-demethylase)
1	8	13	12	225337/MAGE.Reporter		261706		H99120		stanfordseq.suid:225337CS/MAGE.CompositeSequence						26
1	6	27	18	307620/MAGE.Reporter		124759		R00947		stanfordseq.suid:307620CS/MAGE.CompositeSequence						EST
3	8	6	24	319955/MAGE.Reporter		1843266	116113	AI221691		UniGeneID:Hs\.131436/MAGE.CompositeSequence		FOXP4	116113	Hs.131436		ESTs
2	6	13	24	314633/MAGE.Reporter		1847097		AI240181		stanfordseq.suid:314633CS/MAGE.CompositeSequence						EST
4	12	10	23	311553/MAGE.Reporter		1751560		AI183634		stanfordseq.suid:311553CS/MAGE.CompositeSequence						ESTs
3	1	26	24	318165/MAGE.Reporter		1876491		AI272805		stanfordseq.suid:318165CS/MAGE.CompositeSequence						ESTs
1	6	32	18	310698/MAGE.Reporter		240434		H90026		stanfordseq.suid:310698CS/MAGE.CompositeSequence						EST
3	11	22	16	221939/MAGE.Reporter		1468148		AA884826		UniGeneID:Hs\.201858/MAGE.CompositeSequence				Hs.201858		43
4	7	1	13	226777/MAGE.Reporter		435678		AA699943		UniGeneID:Hs\.17892/MAGE.CompositeSequence				Hs.17892		29
4	7	29	25	313205/MAGE.Reporter		1950182	56129	AI335926		UniGeneID:Hs\.203830/MAGE.CompositeSequence		PCDHB7	56129	Hs.203830		ESTs, Weakly similar to protocadherin-3 [R.norvegicus]
4	1	17	21	314502/MAGE.Reporter		1566986		AI091501		UniGeneID:Hs\.74052/MAGE.CompositeSequence				Hs.74052		ESTs
4	5	31	12	224859/MAGE.Reporter		430970	121457	AA678336		UniGeneID:Hs\.252543/MAGE.CompositeSequence		IKIP	121457	Hs.252543		28
2	7	8	18	433330/MAGE.Reporter				*mitoch. cont. IMAGE:1683822		stanfordseq.suid:433330CS/MAGE.CompositeSequence						
4	3	14	18	310078/MAGE.Reporter		1394099	79075	AA843451		UniGeneID:Hs\.315167/MAGE.CompositeSequence		DCC1	79075	Hs.315167		protocadherin 2 (cadherin-like 2)
2	2	6	25	313738/MAGE.Reporter		1883883		AI216134		stanfordseq.suid:313738CS/MAGE.CompositeSequence						EST
4	7	1	22	315045/MAGE.Reporter		1642430		AI024323		stanfordseq.suid:315045CS/MAGE.CompositeSequence						EST
1	8	30	12	223566/MAGE.Reporter		432649		AA700555		stanfordseq.suid:223566CS/MAGE.CompositeSequence						28
3	6	5	13	225664/MAGE.Reporter		452304	3626	AA704770		UniGeneID:Hs\.374664/MAGE.CompositeSequence		INHBC	3626	Hs.374664		29
2	2	24	23	315879/MAGE.Reporter		1733918		AI190600		UniGeneID:Hs\.521623/MAGE.CompositeSequence				Hs.521623		EST
1	7	15	12	220486/MAGE.Reporter		272295		N35614		stanfordseq.suid:220486CS/MAGE.CompositeSequence						26
4	2	8	25	319327/MAGE.Reporter		1884217		AI215679		UniGeneID:Hs\.503113/MAGE.CompositeSequence				Hs.503113		ESTs
3	12	31	17	307178/MAGE.Reporter		1638827		AI015976		UniGeneID:Hs\.274285/MAGE.CompositeSequence		RFPL3S	10737	Hs.274285		ret finger protein-like 3 antisense
1	6	23	25	318091/MAGE.Reporter		1941718	79816	AI214326		UniGeneID:Hs\.334507/MAGE.CompositeSequence		TLE6	79816	Hs.334507		ESTs, Highly similar to R26610_1 [H.sapiens]
1	6	31	18	307137/MAGE.Reporter		234048		H68993		stanfordseq.suid:307137CS/MAGE.CompositeSequence						ESTs
4	12	6	14	221496/MAGE.Reporter		462536	10870	AA699808		UniGeneID:Hs\.117339/MAGE.CompositeSequence		HCST	10870	Hs.117339		33
3	10	20	18	309373/MAGE.Reporter		2019011	4504	AI362950		UniGeneID:Hs\.73133/MAGE.CompositeSequence		MT3	4504	Hs.73133		metallothionein 3 (growth inhibitory factor (neurotrophic))
3	2	10	22	312913/MAGE.Reporter		1662775	79698	AI074650		UniGeneID:Hs\.491548/MAGE.CompositeSequence		FLJ13842	79698	Hs.491548		EST
3	9	24	17	309341/MAGE.Reporter		1627884		AI016895		stanfordseq.suid:309341CS/MAGE.CompositeSequence						EST
1	1	15	20	315902/MAGE.Reporter		2284473	10224	AI613104		stanfordseq.suid:315902CS/MAGE.CompositeSequence						Kruppel-type zinc finger (C2H2)
2	1	8	15	220368/MAGE.Reporter			283025	AA776736		UniGeneID:Hs\.522955/MAGE.CompositeSequence		C10orf40	283025	Hs.522955		37
3	10	13	23	319434/MAGE.Reporter		1753529		AI198650		stanfordseq.suid:319434CS/MAGE.CompositeSequence						EST
3	8	1	16	226182/MAGE.Reporter		454065		AA676987		stanfordseq.suid:226182CS/MAGE.CompositeSequence						41
3	3	12	25	312293/MAGE.Reporter		1913255		AI304840		UniGeneID:Hs\.230351/MAGE.CompositeSequence				Hs.230351		EST
1	5	32	19	316709/MAGE.Reporter		1461731		AA884400		UniGeneID:Hs\.137053/MAGE.CompositeSequence				Hs.137053		ESTs
4	4	29	24	316836/MAGE.Reporter		1869357		AI269981		UniGeneID:Hs\.534999/MAGE.CompositeSequence				Hs.534999		EST
1	12	24	14	226736/MAGE.Reporter		868282	55629	AA633957		UniGeneID:Hs\.7862/MAGE.CompositeSequence		PNRC2	55629	Hs.7862		35
1	3	26	24	312240/MAGE.Reporter		1876761		AI273590		UniGeneID:Hs\.538815/MAGE.CompositeSequence				Hs.538815		EST
3	9	10	22	188225/MAGE.Reporter		1672201		AI090305		stanfordseq.suid:188225CS/MAGE.CompositeSequence						Unknown  UG Hs.144119  EST
4	11	19	25	313794/MAGE.Reporter		1926023	285974	AI346406		UniGeneID:Hs\.547778/MAGE.CompositeSequence				Hs.547778		ESTs
4	9	2	16	222618/MAGE.Reporter		433576	64241	AA701645		UniGeneID:Hs\.413931/MAGE.CompositeSequence		ABCG8	64241	Hs.413931		41
1	4	3	22	311158/MAGE.Reporter		1649468	340908	AI027026		UniGeneID:Hs\.546764/MAGE.CompositeSequence				Hs.546764		ESTs
4	3	6	15	224600/MAGE.Reporter			54752	AA719238		UniGeneID:Hs\.120369/MAGE.CompositeSequence		DKFZp434H2215	54752	Hs.120369		37
3	9	31	17	310366/MAGE.Reporter		1641595	23331	AI005637		UniGeneID:Hs\.387856/MAGE.CompositeSequence		KIAA1043	23331	Hs.387856		KIAA1043 protein
2	11	4	24	312137/MAGE.Reporter		1840459		AI215095		UniGeneID:Hs\.129422/MAGE.CompositeSequence				Hs.129422		ESTs
3	9	27	12	225247/MAGE.Reporter		434902		AA701260		stanfordseq.suid:225247CS/MAGE.CompositeSequence						28
2	5	2	19	307530/MAGE.Reporter		292586		N68543		stanfordseq.suid:307530CS/MAGE.CompositeSequence						ESTs
4	3	5	21	318805/MAGE.Reporter		1523002		AA909740		UniGeneID:Hs\.548831/MAGE.CompositeSequence				Hs.548831		EST
4	2	2	21	314543/MAGE.Reporter		1525028		AA913469		stanfordseq.suid:314543CS/MAGE.CompositeSequence						EST
3	10	20	21	315620/MAGE.Reporter		1580126		AA961927		UniGeneID:Hs\.539284/MAGE.CompositeSequence				Hs.539284		EST
