clone.id	gene.name	unigene.id	genbank.acc
309493	AF3P21	Hs.102929	N94372
43461	LOC54104	Hs.12871	H05934
666128	DF	Hs.155597	AA233549
785821	CEP4	Hs.3903	AA449061
845502	KIF5B	Hs.149436	AA644218
151261	MGC5627	Hs.237971	H02336
788645	G3BP	Hs.220689	AA449834
1011496		Hs.293987	AA229758
665013		Hs.36828	AA194796
358990		Hs.221600	W92262
126829		Hs.6019	R07184
220376		Hs.250594	H86813
1897431		Hs.124106	AI301573
234617		Hs.24908	H77726
840775	TOB2	Hs.4994	AA486088
1741607		Hs.143900	AI193212
49162		Hs.306117	H16589
113284		Hs.296288	T83657
782832	FLJ20039	Hs.267448	AA448268
26616	RPA2	Hs.79411	R13557
365826	GAS1	Hs.65029	AA025819
138255		Hs.88959	R56678
1939113		Hs.21175	AI341642
502351	LBC	Hs.301946	AA135716
126541		Hs.194595	R06761
35620	MGC4707	Hs.291003	R14653
587525	ZNF183	Hs.64794	AA132766
41789	RAD18	Hs.21320	R59197
49693	EIF4EBP2	Hs.278712	H15159
784178		Hs.27860	AA446650
260336	ORC3L	Hs.74420	H99257
1915416	CDK7	Hs.184298	AI311067
814792	USP10	Hs.78829	AA455233
1568205	KIAA0733	Hs.109727	AA931658
195786		NA	NA
612122	ALDH4	Hs.77448	AA181378
278658	IDN3	Hs.225767	N62911
193777		Hs.50180	H48143
52930	MIG2	Hs.75260	H29252
26171	KIAA0856	Hs.13264	R12847
247484		Hs.47763	N54162
782622		Hs.9460	AA447553
378032	KIAA0855	Hs.182982	AA775625
154477		Hs.30120	R54659
197512	FLJ22313	Hs.30211	H52061
1649583		Hs.71818	AI028074
809729	KIAA0618	Hs.295112	AA455506
415023		Hs.59413	W93056
1618978		Hs.165607	AA992090
781012	UBAP	Hs.75425	AA446016
1343768	HAN11	Hs.176600	AA725641
823664	USP16	Hs.99819	AA489619
810089		Hs.67776	AA464963
364255		NA	NA
203544	SM-20	Hs.6523	H56028
823691	CCNG2	Hs.79069	AA489647
289716		Hs.321022	N62953
308446	FLJ20094	Hs.29700	N95490
321693	LOC51174	Hs.270847	W33133
246116		Hs.14235	N52394
845419	FANCA	Hs.284153	AA644129
79254	P5-1	Hs.1845	T58146
1372140	DNA2L	Hs.194665	AA974495
491486	LOC51578	Hs.279586	AA150301
1554727		Hs.326417	AA913304
145503	CDKN2D	Hs.29656	R77517
461770	FABP1	Hs.5241	AA682392
1521977	TERA	Hs.180780	AA906997
2029071		Hs.145383	AI253072
755578	SLC7A5	Hs.184601	AA419176
49318	AXL	Hs.83341	H15336
324154	LOC57190	Hs.8518	AA284276
757161		Hs.99037	AA443948
222025	STCH	Hs.288799	H85311
703559		Hs.88523	AA278591
684500	ESD	Hs.82193	AA250931
135240		Hs.122444	R31021
1881517		Hs.283127	AI291262
241113	KIAA0480	Hs.92200	H91332
898084	HP1-BP74	Hs.142442	AA598791
1604372		Hs.144662	AA987667
1643615	TTF2	Hs.142157	AI023603
108265		Hs.13740	T70541
743182	DJ37E16.5	Hs.5790	AA400021
153520	CDH24	Hs.155912	AI732266
1568586	DJ465N24.2.1	Hs.8084	AA932375
753745		Hs.16346	AA410490
1635178		Hs.90424	AI005038
307553	KRAS2	Hs.184050	N95249
250797	FLJ20038	Hs.72071	H96090
841176		Hs.28848	AA486607
1687138	H2AFN	Hs.134999	AI095013
840062	RERE	Hs.194369	AA490249
73596	USP1	Hs.35086	T55607
731356	TIP47	Hs.140452	AA416787
770837	KIAA0135	Hs.79337	AA427740
120162		Hs.214410	T95273
283897	PPP1R2	Hs.267819	N52605
1568114		Hs.325093	AA978323
377314	CSNK2A2	Hs.82201	AA054996
278483	HSRTSBETA	Hs.180433	N66132
782306	FLJ13110	Hs.7358	AA431233
257387		Hs.238797	N30704
271683	FYN	Hs.169370	N35086
781366	RBM8A	Hs.65648	AA448402
950603		Hs.21906	AA608546
1575311		Hs.128081	AA971042
745606	PP591	Hs.118666	AA626336
293177		NA	NA
123666	HM74	Hs.137555	R02739
897865	MID1	Hs.27695	AA598640
1574074	KIAA1586	Hs.180663	AA938639
796723		Hs.92679	AA443139
786690	HSU79274	Hs.150555	AA451900
484535	AOC3	Hs.198241	AA036974
1017349		NA	NA
810468	FLJ10154	Hs.179972	AA457133
810512	THBS1	Hs.87409	AA464532
782176	DNAJB6	Hsp40)	homolog,
1883630	KIAA1547	Hs.31305	AI216623
135688	GATA2	Hs.760	R32405
149245		Hs.176950	R82522
502496	KIAA1018	Hs.5400	AA156859
487172	B4GALT1	Hs.198248	AA043795
896949	HMGCR	Hs.11899	AA779417
243149		Hs.167652	H94466
1582149		Hs.294088	AA971073
1535229	KIAA1637	Hs.288140	AA918007
210982	HSPC196	Hs.239938	H66023
566760	DR1	Hs.16697	AA132007
842925	CG1I	Hs.10028	AA486444
839048	IGSF4	Hs.70337	AA487505
1032734		Hs.179309	AA664350
510272	HSPC163	Hs.108854	AA053139
1700401	FLJ12788	Hs.20242	AI061317
248957	FEM1B	Hs.6048	H82273
289551	FXR1	Hs.82712	N62761
502333	NCOA3	Hs.225977	AA156793
243784	H2BFB	Hs.180779	N33927
795851		Hs.23830	AA460601
470621	CDK7	Hs.184298	AA031961
73188	FLJ20259	Hs.9956	T55949
120362		Hs.143601	T95823
85555	RPS19	Hs.298262	T72208
757205		Hs.326048	AA443976
24415	TP53	Hs.1846	R39356
235056	24432	Hs.78019	H79142
126230	FBI1	Hs.104640	R06252
51702	GOT1	Hs.597	H22855
433162	FLJ21434	Hs.298503	AA680129
198982	DNMT2	Hs.97681	R95731
327064		Hs.55272	W02785
430235	H2BFQ	Hs.2178	AA010223
265874	NFIC	Hs.184771	N20996
173674	NPTX1	Hs.84154	H22445
789204	TLOC1	Hs.8146	AA450205
243878	MGC5302	Hs.44970	N39195
470930	ACTR2	Hs.42915	AA032090
301875		NA	NA
1891596		NA	NA
182933	ABCA7	Hs.134514	AI668632
897768	COL7A1	Hs.1640	AA598507
860000	RFC2	Hs.139226	AA663472
565758	FLJ22583	Hs.287700	AA135836
118494		Hs.172208	AI820570
66430		Hs.21667	R15709
461465	RBBP4	Hs.16003	AA705035
34326		Hs.22908	R20166
1652927		Hs.166539	AI080987
704420	NKTR	Hs.241493	AA279666
840687	MUC1	Hs.89603	AA486365
814662	AP4B1	Hs.28298	AA481045
787879		Hs.94943	AA452165
278570	MITF	Hs.166017	N66177
701496		Hs.183299	AA286914
1869329	BAG3	Hs.15259	AI269958
121239		NA	NA
427812	INSR	Hs.89695	AA001106
625584	TRIP	Hs.21254	AA186426
130819		Hs.307975	R22182
345935		Hs.288261	W72201
447509	HLA-DNA	Hs.11135	AA702254
1869870	FLJ10392	Hs.20887	AI261305
292964	MPHOSPH1	Hs.240	N63752
137245	STAG1	Hs.286148	R36160
1581685	USP1	Hs.35086	AA970066
782812		Hs.181315	AA448251
813584	PA26	Hs.14125	AA447661
301867		Hs.71243	N92478
142139	SH3PX1	Hs.7905	R69163
206287		Hs.93842	H58317
896930	RPS25	Hs.113029	AA779404
271441		Hs.5890	N34799
789376	TXNRD1	Hs.13046	AA453335
302221		Hs.184378	N77828
143039	GCSH	Hs.77631	R71327
784319		Hs.285519	AA447098
197520	NCOA3	Hs.225977	H51992
136117	FLJ20159	Hs.288809	R33122
841238	IL7R	Hs.237868	AA487121
123729		NA	NA
502603	RAB23	Hs.94769	AA134569
1557085		Hs.132493	AA923168
684277		Hs.87507	AA236015
40303	SHC1	Hs.81972	R52960
322219	KIAA1321	Hs.24336	W37999
2030843	GLI	Hs.2693	AI373071
700503		Hs.183299	AA291137
724932	GPRK6	Hs.76297	AA291284
448059		Hs.93704	AA702684
1475200	CAPS	Hs.26685	AA858390
134495		Hs.296323	R27711
220395		NA	NA
246246	C6	Hs.1282	N59396
815096	UBE2D3	Hs.118797	AA465196
814119	DDX8	Hs.171872	AA465387
292654	DKFZP434B168	Hs.48604	N62684
61386	FLJ10512	Hs.93581	T39933
416945		Hs.18724	W87709
810264	F8A	Hs.83363	AA463924
815059	HSU53209	Hs.24937	AA465172
23018	UBQLN2	Hs.4552	R43580
307843	EIF2C2	Hs.193053	N93082
50602		Hs.21051	H17645
32820	KIAA0841	Hs.7426	R20299
48631	KCNAB2	Hs.298184	H14383
138021		NA	NA
826974	KIAA1637	Hs.288140	AA521358
50060		Hs.27379	H17455
38542	FLJ11323	Hs.25625	R49707
825013	SSP29	Hs.84264	AA489201
843091		Hs.69280	AA486011
472185	ADAMTS1	Hs.8230	AA057170
255310		Hs.43466	N23889
359597	MLLT4	Hs.100469	AA010818
753322		Hs.271034	AA406581
1591599	LMNB1	Hs.89497	AA983462
744050		Hs.7984	AA629264
128302	PTMS	Hs.171814	R10451
1911334	H2AFL	Hs.28777	AI268551
157726	FLJ21603	Hs.129691	R72794
1035518	FLJ13287	Hs.53263	AA621725
753931	CXCR4	Hs.89414	AA479357
22895	INSM1	Hs.89584	R38640
50578	FREQ	Hs.301760	H16821
1461141	LOC58486	Hs.25726	AA868020
241736	SMARCD1	Hs.79335	H91691
121072		Hs.242998	T96522
428338	INADL	Hs.321197	AA005153
754379		Hs.37751	AA436174
186887	MGC5338	Hs.99598	H50550
416095		NA	NA
1862607	NUCKS	Hs.118064	AI053436
50441		Hs.27262	H18031
1931664		NA	NA
85670	GAS41	Hs.4029	T62072
300276	LOC51170	Hs.12150	N79745
201125	H2BFG	Hs.182137	R98472
768316	ABCC1	Hs.89433	AA424804
1474684	EFNA1	Hs.1624	AA857015
149745		Hs.278531	H00596
950445	PPP2CA	Hs.91773	AA599092
416049		Hs.118338	W85843
898097		Hs.111496	AA598803
1493227		Hs.125407	AA878944
1741749		Hs.144662	AI191290
195960	KIAA0916	Hs.151411	R91388
127510	CDC25A	Hs.1634	R09062
42325	PRIM2A	Hs.74519	R61073
240961	DSP	Hs.74316	H90899
342640	KIAA0101	Hs.81892	W68219
755165		Hs.268026	AA411454
121543		Hs.18140	T97707
838774	H2AFL	Hs.28777	AA457566
149539		Hs.20281	H00287
788355	STAG3	Hs.20132	AA453028
246869	ZNF207	Hs.62112	N59119
768168	BMP6	Hs.285671	AA424833
208986		Hs.91192	H60690
417730	LOC51064	Hs.279952	W88497
1540418	NUCKS	Hs.118064	AA927182
415136		Hs.131899	W93155
131099	FLJ13057	Hs.243122	R23254
1842250		Hs.144796	AI219737
132476	FLJ10511	Hs.106768	R25877
271699	DKFZP564A122	Hs.187991	N31577
743278	ODF2	Hs.129055	AA400407
139635	AMY2A	Hs.278399	R64129
303049		Hs.12705	N91589
470159	CYP1B1	Hs.154654	AA029776
279380	CAPN7	Hs.7145	N46420
1011715	FLJ20069	Hs.273294	AA229966
753602	FLJ10618	Hs.42484	AA478847
788273	KIAA1637	Hs.288140	AA452531
840575	FLJ20004	Hs.17311	AA487895
878440	FLJ12892	Hs.17731	AA670363
838829	PLU-1	Hs.143323	AA464869
767222		Hs.36828	AA418448
1506140	KIAA0586	Hs.77724	AA905278
814615	MTHFD2	Hs.154672	AA480994
768299	BRF1	Hs.85155	AA424743
137387	TFAP2A	Hs.18387	R38044
755145	VIL2	Hs.155191	AA411440
525926	SDC1	Hs.82109	AA074511
711826	RNTRE	Hs.278526	AA281057
263342	HSPC207	Hs.75798	H99997
1859573	FLJ22376	Hs.29341	AI199155
214448	RNF10	Hs.5094	H73586
451504	PNN	Hs.44499	AA707321
549572	FLJ20516	Hs.70811	AA122393
1962510	RPL13A	Hs.119122	AI254200
1500000	H2BFB	Hs.180779	AA885642
28012	OGT	Hs.100293	R13317
587010	KIAA0155	Hs.173288	AA133684
242952	ILF2	Hs.75117	H95638
701371		Hs.21739	AA287917
1947972	PKNOX1	Hs.158225	AI350546
486710	KMO	Hs.107318	AA044326
49164	VCAM1	Hs.109225	H16591
244350		NA	NA
239958	KIAA0618	Hs.295112	H81940
266037	MAFG	Hs.252229	N21609
366100	MATN2	Hs.19368	AA071473
1534155	HOXB4	Hs.126666	AA918749
795229	FLJ10466	Hs.121073	AA453607
501778	FLJ22557	Hs.106101	AA127879
1849013		Hs.149260	AI247680
366522	KIAA0677	Hs.155983	AA026751
627688		Hs.104123	AA197344
243244	UCP4	Hs.40510	H94680
308275		Hs.144224	N93807
149809	GATA2	Hs.760	H00625
206172		Hs.14743	H61082
877776		Hs.116174	AA626786
859478	ITGB3	Hs.87149	AA666269
34905	FLJ23399	Hs.299883	R19895
291827		Hs.21734	N72976
767163	FLJ20425	Hs.71040	AA424566
1734450		NA	NA
898317	CUL4A	Hs.183874	AA598836
42739	PTP4A1	Hs.227777	R61007
272262		Hs.7913	N35592
324437	GRO1	Hs.789	W46900
230116		Hs.309734	H78796
841217	FLJ10826	Hs.24809	AA486738
810452	TOM34	Hs.76927	AA457118
789091	H2AFL	Hs.28777	AA452933
272192	D10S170	Hs.315591	N35493
108837	SCYA2	Hs.303649	T77816
814094	FLJ10688	Hs.118793	AA465358
592491	PTD017	Hs.274417	AA160498
882497	KIAA0026	Hs.173714	AA676604
843398	BMP2	Hs.73853	AA489383
809731	MNT	Hs.25497	AA455508
239692	KIAA1170	Hs.268044	H80507
839094	CRYBA1	Hs.46275	AA487614
1031922	KATNA1	Hs.289099	AA609740
245324		Hs.113994	N53458
321488	CEP4	Hs.3903	W32509
431215		Hs.117261	AA682521
486055	CYP1B1	Hs.154654	AA040872
855029	ALTE	Hs.9933	AA630498
1476053	RAD51	Hs.23044	AA873056
144893	MAN1A2	Hs.239114	R78501
202575		NA	NA
754509	MET	Hs.285754	AA410591
897006	DYRK1A	Hs.75842	AA676749
321271	ARHGAP8	Hs.102336	AA037410
162533	LMO4	Hs.3844	H27986
590591	ADCY6	Hs.12373	AA148044
1677546		Hs.135448	AI078552
323988	NCOA3	Hs.225977	W46433
546600	DNAJB4	Hsp40)	homolog,
843249	NAB1	Hs.107474	AA486027
292770		Hs.172084	N63646
40893	KIAA0735	Hs.8071	R56082
840600	GNB1	Hs.215595	AA487912
152617		Hs.21446	R49763
609626		NA	NA
841641	CCND1	Hs.82932	AA487486
41198		Hs.106129	R56716
784050		NA	NA
727390	PSEN1	Hs.3260	AA403083
359733		Hs.193804	AA010918
782269	DKFZp762P2111	Hs.14217	AA429586
321886	KIAA1350	Hs.101799	W37627
50238	FLJ20847	Hs.13479	H16996
290240	HDCMA18P	Hs.278635	N64387
292270	FLJ12890	Hs.43299	N62475
1569394		Hs.127453	AA973625
42271	BAIAP2	Hs.7936	R60328
626842		Hs.317584	AA191424
1640931	DKFZP434J046	Hs.116244	AI024401
435490		Hs.114055	AA701352
304927		Hs.44380	N93122
745289		Hs.20142	AA625570
79525	UBL3	Hs.173091	T82438
283919	H2AFL	Hs.28777	N50797
292612	SUCLG2	Hs.247309	N68557
451907	ZWINT	Hs.42650	AA706968
123229	FLJ10583	Hs.105633	R00425
810661	FLJ20552	Hs.69554	AA463982
773724	FADD	Hs.86131	AA430751
767976	SFRS7	Hs.184167	AA418813
2046118	RAD54L	Hs.66718	AI372035
82173	MYLE	Hs.11902	T68845
141361	LOC51334	Hs.157461	R63841
770880	PRIM2A	Hs.74519	AA434404
770066	KIAA0056	Hs.13421	AA430545
244277		Hs.82590	N53024
461494		Hs.117269	AA705050
626531	NSAP1	Hs.155489	AA186327
586706	CEACAM5	Hs.220529	AA130547
700557	FLJ11021	Hs.81648	AA291183
110503	FOSL1	Hs.283565	T82817
814086	U3-55K	Hs.153768	AA465355
813275	DNAJC6	Hsp40)	homolog,
133454	KIAA1382	Hs.298275	R27255
296476	PCAF	Hs.199061	N74637
1541324		Hs.130460	AA927252
1639260		Hs.112570	AI014667
811851	FLJ10209	Hs.260150	AA454626
811116		Hs.99014	AA485679
810235		Hs.99621	AA464707
296429		Hs.285519	N74617
1552835		NA	NA
1554384	SQSTM1	Hs.182248	AA931964
362483		Hs.324648	AA018591
795603	SLC22A3	Hs.81086	AA460012
149743	FLJ22557	Hs.106101	H00595
137242	FLJ20539	Hs.118552	R36152
1609795		NA	NA
416010	TRAP150	Hs.108319	W85832
196522		Hs.221847	R91557
757165	TCFL1	Hs.2430	AA443950
840614		Hs.203271	AA487918
788832	PLAB	Hs.296638	AA450062
731136	RBM14	Hs.11170	AA417283
343343	EGFL5	Hs.5599	W67981
488964	H2AFO	Hs.795	AA047260
279399		Hs.169001	N45556
502819		NA	NA
415554		NA	NA
266094	TOP3A	Hs.91175	N21546
344049		NA	NA
782760	CYP1B1	Hs.154654	AA448157
1690915		Hs.135276	AI092102
756401	RHEB2	Hs.279903	AA482117
243151		Hs.8366	H94467
591653		NA	NA
451706	POLA	Hs.267289	AA707650
1455600	KIAA1008	Hs.323346	AA863115
712401	PIK3CD	Hs.162808	AA281652
69672		NA	NA
731203		Hs.326292	AA417274
50130		Hs.26744	H16988
346308	FLJ13912	Hs.47125	W74133
745296		Hs.284158	AA625574
430218	SSA2	Hs.554	AA010351
294089	BK1048E9.5	Hs.6657	N68512
666425	TOP1	Hs.317	AA232856
51218		Hs.15386	H18472
564537	KPNB1	Hs.180446	AA121732
293727	MGC861	Hs.208912	N69694
79743	PMS2L8	Hs.323954	T62577
29828	TSC22	Hs.114360	R16390
703838	C8ORF1	Hs.40539	AA278836
1601854		Hs.129165	AA989211
490728	DMTF	Hs.5671	AA129860
287749	CDC7L1	Hs.28853	N62245
773106	LOC51700	Hs.22142	AA425316
898281	FLNA	Hs.195464	AA598978
235179	FLJ20257	Hs.178011	H78675
753684		Hs.23193	AA406599
156283		Hs.205227	R73480
1561233	SCYB14	Hs.24395	AA953842
767641	MAPK8IP2	Hs.80545	AA418293
1570365	ZNF42	Hs.169832	AA932642
1456138		Hs.127054	AA862450
768643	NUDT4	Hs.92381	AA425630
240109		Hs.202596	H82421
471200	LOC51042	Hs.102419	AA033532
432093	NUMA1	Hs.301512	AA679293
726311		Hs.144614	AA293771
1374830		Hs.127703	AA947258
1417226		Hs.321236	AA903913
340734	NFKBIA	Hs.81328	W55872
1292105		Hs.120029	AA707598
594896		Hs.21398	AA172012
2338271	NFIA	Hs.173933	AI912047
951080	RECQL4	Hs.31442	AA620446
197868		Hs.318894	R96212
129530		Hs.20787	R11371
50302	LOC57168	Hs.184390	H17272
41825		Hs.26096	R54109
869163		Hs.318775	AA680281
300590	APACD	Hs.153884	N80741
306621	VIM	Hs.297753	AI668662
770954		Hs.17448	AA427980
271198	NR3C1	Hs.75772	N30428
25384		Hs.289008	R12808
843206	BRD7	Hs.279762	AA488428
323041	MAP3K8	Hs.248	W42450
52949		Hs.23213	H29336
1584883		Hs.122444	AA939019
234539	TUSP	Hs.102237	H78234
149406	KIAA1117	Hs.278398	H01516
241043		Hs.322149	H91303
811944		Hs.130214	AA456631
163579	RAB3A	Hs.27744	H14230
898096		NA	NA
2056049	H2BFC	Hs.137594	AI340654
309776	CFLAR	Hs.195175	N94588
204335	CD24	Hs.286124	H59915
288677		Hs.48532	N62402
50484	CCRK	Hs.26322	H17616
1710872	HECH	Hs.278554	AI139106
109314	DKFZp547O146	Hs.91246	T80848
588230		Hs.71574	AA135328
2151705	HLXB9	Hs.37035	AI459915
949983		NA	NA
359009	SPINK5	Hs.5476	W92134
813845	RNUT1	Hs.21577	AA447799
810519		Hs.13075	AA464543
111120	KIAA0063	Hs.3094	T82263
138737	DYRK2	Hs.173135	R63622
198607		NA	NA
428952		Hs.180187	AA004903
784016	FLJ20624	Hs.52256	AA431909
23421		Hs.43838	R38261
768638		NA	NA
132871	FLJ23053	Hs.94037	R25654
742818	MGC11266	Hs.293943	AA400456
502561		Hs.34174	AA126603
590154	PLAUR	Hs.179657	AA147962
878744	TSG101	Hs.118910	AA670215
838662	HCNGP	Hs.27299	AA457232
1474690	KIAA0978	Hs.3686	AA857017
429921		Hs.61708	AA033867
1422842		Hs.120734	AA827482
1585057		Hs.5909	AA972654
155799	CDH24	Hs.155912	AI668564
113856	CCND1	Hs.82932	T77237
260931		NA	NA
714043		Hs.43148	AA284775
76610		Hs.222566	T50982
244343		Hs.194125	N52822
1709892		Hs.154621	AI138644
130931	MAN1A2	Hs.239114	R22905
795321	MAN2A2	Hs.295605	AA454175
358052		Hs.88959	W94690
47630		Hs.106486	H11376
594172		Hs.237225	AA169496
213824	FLJ10339	Hs.203963	H72354
285226		NA	NA
809788		Hs.6195	AA454745
345056	KIAA1404	Hs.200317	W72798
814353	PMAIP1	Hs.96	AA458838
898235	G3BP	Hs.220689	AA598628
133331		Hs.261734	R26854
74738		Hs.80449	T57359
755385	CDC16	Hs.1592	AA410559
366541	FGA	Hs.90765	AA026626
245517		Hs.33446	N53560
488115		Hs.288613	AA054704
429519		Hs.44243	AA011390
42408		Hs.284123	R61732
795322		Hs.53455	AA454165
1759290	FLJ11264	Hs.11260	AI219094
784621		NA	NA
359411	MBD4	Hs.35947	AA010492
309803	FLJ11305	Hs.7049	N94612
795606		Hs.13885	AA460004
253141	ARHB	Hs.204354	H88963
1455463	ITPR3	Hs.77515	AA865667
878184	HMG20B	Hs.32317	AA775743
1925517		Hs.146276	AI214204
770901	PTPN9	Hs.147663	AA434420
841067		Hs.21321	AA486770
767069		NA	NA
173309		NA	NA
264162	HSPC157	Hs.279842	N20480
753381		Hs.321403	AA406332
434302		Hs.150623	AA693532
647514		Hs.188697	AA199733
47481	CLECSF2	Hs.85201	H11732
471725	ITPR1	Hs.198443	AA035450
195911	CHML	Hs.170129	R91881
859586	CDC42	Hs.146409	AA668681
1472847	FKBP5	Hs.7557	AA872767
884666	PRO1847	Hs.285196	AA629913
896978	FLJ12810	Hs.115660	AA676673
814673	DKFZP547E2110	Hs.108110	AA481056
964422	DKFZP564A122	Hs.187991	AA507474
827141		Hs.180591	AA521252
122091	CSNK2A1	Hs.155140	T98414
767388	SET07	Hs.111988	AA418593
1472652	FLJ10103	Hs.42140	AA872336
108815	RYK	Hs.79350	T77810
356863	FLJ20312	Hs.7862	W84627
841698	EXT1	Hs.184161	AA487582
824332		Hs.12484	AA489664
346134	CRHSP-24	Hs.92198	W72753
549349	PRO1068	Hs.321158	AA081106
724705		Hs.144614	AA291800
38676	SNAP29	Hs.194714	R51503
1470298	CBS	Hs.84152	AA866043
341978	SERPINB8	Hs.41726	W60100
825695	HSPC111	Hs.279918	AA504814
72395	MST1	Hs.278657	T51539
138752		Hs.28425	R63528
382773	CS-1	Hs.42346	AA064973
297392	MT1L	Hs.94360	N80129
809648	ZNF162	Hs.180677	AA454673
795378	KIAA1238	Hs.236463	AA453495
204083		Hs.95321	H55893
362457		NA	NA
469383	C8ORF1	Hs.40539	AA027049
308495	NCOR1	Hs.144904	N95558
1946456	SPA17	Hs.286233	AI339437
842806	CDK4	Hs.95577	AA486208
67401	RPL18	Hs.75458	T49326
178463	TCF8	Hs.232068	H46553
754303	KIAA1260	Hs.21107	AA479299
364329		NA	NA
271045	CHD4	Hs.74441	N34372
431219		Hs.117262	AA682522
1069937	PILR(BETA)	Hs.9408	AA599665
773278	DNAJB9	Hsp40)	homolog,
328342		Hs.28893	W38387
207098		Hs.28212	H48502
277274		Hs.7424	N41041
397488	TBX3-iso	Hs.267182	AA701075
282320	MIL1	Hs.10267	N51957
795280		Hs.40696	AA453187
61626	LOC56902	Hs.193384	T40124
810389	DKFZp434D0412	Hs.235975	AA464195
1573504		Hs.18955	AA969785
950707		Hs.292913	AA608582
770898	FLJ20485	Hs.98806	AA434411
897650	PUS1	Hs.23723	AA496794
429173	DATF1	Hs.155313	AA004823
704299	TAZ	Hs.79021	AA279440
2308346	CDK2	Hs.19192	AI653017
898092	CTGF	Hs.75511	AA598794
880747	MGC3036	Hs.284135	AA468776
1564332		Hs.126101	AA973297
841179	PMSCL2	Hs.75584	AA486618
502199		Hs.71243	AA133281
451743	FLJ11729	Hs.286212	AA707682
429534	FLJ23476	Hs.46736	AA011394
277305	ARHB	Hs.204354	N41062
841615	INMT	Hs.204038	AA487465
366009	FLJ20425	Hs.71040	AA063624
254321	C1D	Hs.15164	N22178
1566994		Hs.193795	AI091505
259579	RAD51L3	Hs.125244	N29765
797059	NAP1L3	Hs.21365	AA463250
289666	RAGE	Hs.104119	N62873
430186		NA	NA
135010		Hs.24444	R31645
950968	KIAA0878	Hs.188006	AA620379
740554		Hs.263671	AA477165
79592	AKR7A2	Hs.6980	T62715
271684	KIAA0036	Hs.169387	N35079
66317	H1F2	Hs.7644	T66815
742101	PAX8	Hs.73149	AA405767
841384	DDR1	Hs.75562	AA487526
325822	TGFA	Hs.170009	AA037107
450661	PPIL2	Hs.93523	AA682506
811066	SBB103	Hs.153639	AA485443
502683		Hs.127824	AA127215
366580	FLJ11618	Hs.77735	AA026662
201069	HSPC148	Hs.42743	R99845
755752	KIAA0235	Hs.6151	AA496327
261444	KIAA1067	Hs.325530	H98981
113300	KIAA0129	Hs.179703	T83665
51320	MGC3101	Hs.301394	H20547
454475	PHKA2	Hs.54941	AA677340
812246	HLCS	Hs.79375	AA455043
868196	TASR2	Hs.3530	AA633847
70827	ABP1	Hs.75741	T46923
840460	IL7R	Hs.237868	AA485865
110744	384D8-2	Hs.180903	T83097
111549		Hs.15652	T84663
1862084		Hs.298367	AI053619
1740760		Hs.143900	AI185718
796921	DKFZP564B0769	Hs.18368	AA463215
813673	HDGF	Hs.89525	AA453749
1935318		Hs.156423	AI339968
200336		Hs.22164	R96903
134172	FLJ13855	Hs.168232	R30957
781283		Hs.99068	AA446344
768347	KPNB1	Hs.180446	AA425006
322759	SNAPC5	Hs.30174	W15452
841340	ABCB2	Hs.158164	AA487429
41406	NMA	Hs.78776	R56149
297604		Hs.21851	N69835
290399		Hs.166254	N62339
842847	KIAA0663	Hs.17969	AA486288
448408		Hs.14927	AA777531
1534053		Hs.128427	AA923603
280236	MTMR6	Hs.79877	N49192
1737941		NA	NA
487152		Hs.293691	AA045342
151597		Hs.285123	H03146
613126	USP13	Hs.85482	AA190583
1641138		Hs.127946	AI015454
880630	MGC3036	Hs.284135	AA468630
1939354		Hs.80305	AI338483
489444	FLJ20211	Hs.27728	AA054542
768597	MUC1	Hs.89603	AA425062
782164	MDS029	Hs.43549	AA431199
67960	DKFZP564O092	Hs.9043	T49712
773599	RBBP4	Hs.16003	AA428365
812153	FLJ13081	Hs.180638	AA455387
563592	RBM7	Hs.5887	AA101155
753038	KIFC3	Hs.23131	AA436460
526616	APP	Hs.177486	AA128501
179334	TJP1	Hs.74614	H50344
291478	RUNX3	Hs.170019	N67778
2150337	TUFT1	Hs.283009	AI458334
324861	EGFR	Hs.77432	W48712
1636836	GALK1	Hs.92357	AI015566
280407		Hs.47044	N50338
41295	SPS	Hs.124027	R56139
40296		Hs.12699	R52082
276975		Hs.289068	N39240
1864284	MGAM	Hs.122785	AI249749
510100	KIAA0887	Hs.76591	AA052898
812155	RABGGTB	Hs.78948	AA455388
244154	KATII	Hs.301528	N52450
430179	TRAP150	Hs.108319	AA010091
1613052	KIAA0911	Hs.29665	AI000934
813271		Hs.61455	AA455938
1657784		Hs.121537	AI038033
1034491		NA	NA
26117		Hs.247677	R37434
435219	MXI1	Hs.118630	AA705886
241847	FUS	Hs.99969	H93392
73561		Hs.9403	T55592
1660127	PDP	Hs.22265	AI080633
1637861		Hs.133892	AI075350
147744	CDKN1C	Hs.106070	R81336
487383		Hs.187497	AA046570
773142	MGC2827	Hs.8035	AA425375
49352	ANXA7	Hs.78637	H15446
595148		Hs.182704	AA164835
2308333	H4FD	Hs.91031	AI653010
50879	KIAA0775	Hs.94790	H18424
470261	SMA5	Hs.324728	AA028921
251826	LOC51186	Hs.15984	H96654
201393	LOC51250	Hs.36069	R99084
1585036		Hs.120589	AA972628
1522456		Hs.19597	AA908645
448380	B4GALT1	Hs.198248	AA778196
122397	FLJ20311	Hs.18616	T99311
430928	BARD1	Hs.54089	AA678295
52013	FLJ10659	Hs.107882	H23532
429234	TRIO	Hs.171957	AA007298
