Accession	Title	Type	Organism	Assays	Release Date	Processed Data	Raw Data	Present in Atlas	ArrayExpress URL
E-GEOD-8958	IRF4 and Myeloma	transcription profiling by array	Homo sapiens	13	2008-07-07	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-8958/E-GEOD-8958.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-8958/E-GEOD-8958.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-8958/
E-GEOD-9030	Primary B Cells acute activation	transcription profiling by array	Homo sapiens	4	2008-09-01	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-9030/E-GEOD-9030.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-9030/E-GEOD-9030.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-9030/
E-GEOD-9067	Myeloma IRF4 target genes - Agilent	transcription profiling by array	Homo sapiens	12	2010-05-26	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-9067/E-GEOD-9067.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-9067/E-GEOD-9067.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-9067/
E-GEOD-9974	Transcription profiling of human SEG1 esophageal cell line treated with OSU-HDAC42, time series	transcription profiling by array	Homo sapiens	6	2008-04-05	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-9974/E-GEOD-9974.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-9974/E-GEOD-9974.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-9974/
E-GEOD-11352	Transcription profiling by array time series of human MCF7 breast cancer cells treated with estradiol	transcription profiling by array	Homo sapiens	18	2009-01-09	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-11352/E-GEOD-11352.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-11352/E-GEOD-11352.raw.1.zip	Yes	http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-11352/
E-GEOD-12473	Hela Mitotic Selection - gene expression time series in early G1 phase of the human cell cycle	transcription profiling by array	Homo sapiens	17	2010-06-25	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-12473/E-GEOD-12473.processed.1.zip	Data is not available		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-12473/
E-GEOD-13206	Human shSIRT6 TNF-alpha timecourse	transcription profiling by array	Homo sapiens	8	2010-06-24	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-13206/E-GEOD-13206.processed.1.zip	Data is not available		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-13206/
E-GEOD-13525	Transcription profiling of human epithelial ovarian cancer cell lines treated with Carboplatin reveals carboplatin induced gene expression changes in vitro are prognostic of survival - time series	transcription profiling by array	Homo sapiens	12	2009-01-14	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-13525/E-GEOD-13525.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-13525/E-GEOD-13525.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-13525/
E-GEOD-13837	Transcription profiling by array of synovial membrane fibroblasts from human rheumatoid arthritis patients after treatment with TGFbeta or TNFalpha	transcription profiling by array	Homo sapiens	60	2009-08-07	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-13837/E-GEOD-13837.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-13837/raw/		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-13837/
E-GEOD-14334	Transcription profiling of human developing lung	transcription profiling by array	Homo sapiens	38	2009-09-26	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-14334/E-GEOD-14334.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-14334/E-GEOD-14334.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-14334/
E-GEOD-15205	TGF or TNF Time series in ARPE19	transcription profiling by array	Homo sapiens	12	2010-03-23	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-15205/E-GEOD-15205.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-15205/E-GEOD-15205.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-15205/
E-GEOD-15395	Transcription profiling of human HCT116 tumor cells treated with R547 a CDK inhibitor at IC50 concentration, R547 at the IC90, or R547 at 3 times the IC90m, time series design	transcription profiling by array	Homo sapiens	74	2009-03-28	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-15395/E-GEOD-15395.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-15395/raw/		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-15395/
E-GEOD-15647	Transcription profiling of human U937 expressing an inducible AML1-ETO construct - time series	transcription profiling by array	Homo sapiens	16	2009-05-14	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-15647/E-GEOD-15647.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-15647/E-GEOD-15647.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-15647/
E-GEOD-15888	Large-Scale Expression Analysis Reveals Distinct microRNA Profiles at Different Stages of Human Neurodevelopment	transcription profiling by array	Homo sapiens	51	2010-05-27	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-15888/E-GEOD-15888.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-15888/E-GEOD-15888.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-15888/
E-GEOD-16253	PBMC Cell Subset Stimulation	transcription profiling by array	Homo sapiens	76	2010-06-23	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-16253/processed/	Data is not available		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-16253/
E-GEOD-17167	Effects of clorgyline, a monoamine oxidase A inhibitor, on high grade prostate cancer cells	transcription profiling by array	Homo sapiens	6	2010-07-17	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-17167/E-GEOD-17167.processed.1.zip	Data is not available		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-17167/
E-GEOD-19500	An EGFR autocrine loop encodes a slow-reacting but dominant mode of mechanotransduction in a polarized epithelium	transcription profiling by array	Homo sapiens	17	2009-12-15	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-19500/E-GEOD-19500.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-19500/E-GEOD-19500.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-19500/
E-GEOD-21059	IMR90 radiation bystander time-course experiment 0.5Gy alpha particle	transcription profiling by array	Homo sapiens	72	2011-01-14	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-21059/E-GEOD-21059.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-21059/raw/		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-21059/
E-GEOD-21989	Transcriptional response in human umbilical vein endothelial cells exposed to insulin	transcription profiling by array	Homo sapiens	12	2010-06-08	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-21989/E-GEOD-21989.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-21989/E-GEOD-21989.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-21989/
E-GEOD-22287	Shigella Apoptosis Arrays	transcription profiling by array	Homo sapiens	14	2010-06-12	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-22287/E-GEOD-22287.processed.1.zip	Data is not available		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-22287/
E-GEOD-23067	Gene expression profiling of endothelial cell apoptosis induced by serum withdrawal	transcription profiling by array	Homo sapiens	24	2012-07-19	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-23067/E-GEOD-23067.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-23067/E-GEOD-23067.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-23067/
E-GEOD-25011	Study for evaluating the effect of cold ischemic time and RNA stabilization method on RNA integrity and gene expression measurements	transcription profiling by array	Homo sapiens	86	2011-11-02	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-25011/E-GEOD-25011.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-25011/E-GEOD-25011.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-25011/
E-GEOD-28074	A time series study on BMP6 induced osteoblast differentiation of human mesenchymal stem cells (hMSC)	transcription profiling by array	Homo sapiens	26	2011-09-19	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-28074/E-GEOD-28074.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-28074/E-GEOD-28074.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-28074/
E-GEOD-29182	Identification of active microRNA/transcription factor feed-forward loops during human adipogenesis (mRNA)	transcription profiling by array	Homo sapiens	14	2011-12-20	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-29182/E-GEOD-29182.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-29182/E-GEOD-29182.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-29182/
E-GEOD-29185	Identification of active microRNA/transcription factor feed-forward loops during human adipogenesis (miRNA)	transcription profiling by array	Homo sapiens	14	2011-12-20	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-29185/E-GEOD-29185.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-29185/E-GEOD-29185.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-29185/
E-GEOD-29634	Oncogenic Activation Of FOXR1 by 11q23 Intrachromosomal Deletion-Fusions In Neuroblastoma	transcription profiling by array	Homo sapiens	13	2012-05-31	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-29634/E-GEOD-29634.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-29634/E-GEOD-29634.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-29634/
E-GEOD-31603	Human breast cancer cell lines: vehicle vs. BMP4 incubation	transcription profiling by array	Homo sapiens	30	2012-03-22	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-31603/E-GEOD-31603.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-31603/raw/		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-31603/
E-GEOD-31604	Human breast cancer cell lines: vehicle vs. BMP7 incubation	transcription profiling by array	Homo sapiens	30	2012-03-22	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-31604/E-GEOD-31604.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-31604/raw/		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-31604/
E-GEOD-32906	Differential expressed miRNAs in Multi-stages and Lymphoid node metastasis of Nasopharyngeal Carcinoma	transcription profiling by array	Homo sapiens	22	2012-03-01	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-32906/E-GEOD-32906.processed.1.zip	Data is not available		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-32906/
E-GEOD-33001	Comparison of Darinaparsin and Arsenic Trioxide effect on HI-LAPC-4, human prostatic cancer cell line	transcription profiling by array	Homo sapiens	9	2012-10-13	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-33001/E-GEOD-33001.processed.1.zip	Data is not available		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-33001/
E-GEOD-33341	Gene Expression-Based Classifiers Identify Staphylococcus aureus Infection in Mice and Humans	transcription profiling by array	Homo sapiens, Mus musculus	321	2013-01-11	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-33341/E-GEOD-33341.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-33341/raw/		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-33341/
E-GEOD-33831	Mesenchymal Stem Cells Transfer Mitochondria to the Cells with Virtually Absent Mitochondrial Function but Not to the Cells Harboring Pathogenic Mitochondrial DNA Mutations	transcription profiling by array	Homo sapiens	15	2011-11-22	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-33831/E-GEOD-33831.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-33831/E-GEOD-33831.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-33831/
E-GEOD-33939	Sublytic concentrations of Staphylococcus aureus Panton-Valentine leukocidin alter human polymorphonuclear leukocyte gene expression and enhance bactericidal capacity	transcription profiling by array	Homo sapiens	30	2012-09-06	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-33939/E-GEOD-33939.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-33939/E-GEOD-33939.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-33939/
E-GEOD-35074	SNAI1 induced epithelial to mesenchymal transition miRNA study in time course	transcription profiling by array	Homo sapiens	21	2012-01-13	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-35074/E-GEOD-35074.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-35074/E-GEOD-35074.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-35074/
E-GEOD-35330	Cellular senescence reprograms human NK cells to promote vascular remodeling	transcription profiling by array	Homo sapiens	24	2012-12-03	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-35330/E-GEOD-35330.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-35330/E-GEOD-35330.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-35330/
E-GEOD-39335	Expression data from glucocorticoid-treated ALL (BCR-ABL patients)	transcription profiling by array	Homo sapiens	14	2012-09-01	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-39335/E-GEOD-39335.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-39335/E-GEOD-39335.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-39335/
E-GEOD-39338	Expression data from glucocorticoid-treated ALL (CCRF-CEM-C7-14 cells)	transcription profiling by array	Homo sapiens	8	2012-09-01	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-39338/E-GEOD-39338.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-39338/E-GEOD-39338.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-39338/
E-GEOD-41067	H1N1 influenza A/New Caledonia/20/1999 time series in monocyte-derived dendritic cells	transcription profiling by array	Homo sapiens	24	2012-10-01	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-41067/E-GEOD-41067.processed.1.zip	Data is not available		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-41067/
E-GEOD-41352	Integrated analysis of transcript level regulation of metabolism during human adipocyte differentiation [time course]	transcription profiling by array	Homo sapiens	20	2013-11-19	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-41352/E-GEOD-41352.processed.1.zip	Data is not available		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-41352/
E-GEOD-41714	Implications of time-series gene expression profiles of replicative senescence	transcription profiling by array	Homo sapiens	12	2013-04-24	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-41714/E-GEOD-41714.processed.1.zip	Data is not available		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-41714/
E-GEOD-48018	Time series of global gene expression after trivalent influenza vaccination in humans (male cohort)	transcription profiling by array	Homo sapiens	431	2013-06-18	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-48018/processed/	Data is not available		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-48018/
E-GEOD-48023	Time series of global gene expression after trivalent influenza vaccination in humans (female cohort)	transcription profiling by array	Homo sapiens	417	2013-06-18	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-48023/processed/	Data is not available		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-48023/
E-GEOD-48024	Time series of global gene expression after trivalent influenza vaccination in humans	transcription profiling by array	Homo sapiens	848	2013-06-18	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-48024/processed/	Data is not available		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-48024/
E-GEOD-54532	Inhibition of Met results in concomitant inhibition of Akt and STAT3 signaling pathways, while abrogation of negative feedback permits Erk reactivation	transcription profiling by array	Homo sapiens	132	2014-05-19	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-54532/E-GEOD-54532.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-54532/raw/		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-54532/
E-GEOD-56168	Plasmid-free Chlamydia trachomatis elicit lowered inflammation, delayed apoptosis, and reduced chemoattractant expression in HeLa cells compared to plasmid-containing wild type	transcription profiling by array	Homo sapiens	66	2014-11-25	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-56168/E-GEOD-56168.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-56168/raw/		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-56168/
E-MARS-4	Transcription profiling of in vitro / in vivo osteoblast comparison-Comparison of in vivo and in vitro developed human osteoblasts	transcription profiling by array	Homo sapiens	10	2007-06-09	http://www.ebi.ac.uk/arrayexpress/files/E-MARS-4/E-MARS-4.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MARS-4/E-MARS-4.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MARS-4/
E-MARS-10	Transcription profiling of human hMADS cells during adipocyte and osteoblast differentiation	transcription profiling by array	Homo sapiens	88	2008-08-08	http://www.ebi.ac.uk/arrayexpress/files/E-MARS-10/E-MARS-10.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MARS-10/E-MARS-10.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MARS-10/
E-MEXP-1	Transcription profiling of dendritic cells under 9 conditions	transcription profiling by array	Homo sapiens	9	2014-06-23	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1/E-MEXP-1.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1/E-MEXP-1.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-1/
E-MEXP-2	Transcription profiling time series of hematopoietic progenitor cells treated with TNFalpha as they differentiate to dendritic cells	transcription profiling by array	Homo sapiens	9	2011-08-15	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-2/E-MEXP-2.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-2/E-MEXP-2.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-2/
E-MEXP-69	Transcription profiling of infection of EBV B cells with either p53 or wild type MVA at 3 time points	transcription profiling by array	Homo sapiens	18	2004-05-05	Data is not available	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-69/E-MEXP-69.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-69/
E-MEXP-78	Transcription profiling of human mammary epithelial cell line MDA-MB-468 acking endogenous Smad4 nfected with either an adenovirus carrying GFP cDNA (control) or Smad4 cDNA (to restore the Smad4 activity in the cells). Cells were treated with TGF-b1 (0.5 ng/ml) or BMP-7 (300 ng/ml) for 2 or 12h	transcription profiling by array	Homo sapiens	29	2004-03-15	Data is not available	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-78/E-MEXP-78.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-78/
E-MEXP-126	Transcription profiling of human G01518 fibroblasts starved for 16 hours in the presence of 0.1% BSA, and then stimulated for 1, 4, 10 or 24 hours with PDGF-BB (10 ng/ml in starvation medium),	transcription profiling by array	Homo sapiens	18	2004-06-30	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-126/E-MEXP-126.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-126/E-MEXP-126.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-126/
E-MEXP-146	Transcription profiling of human NHEK cells response to 2mM N-Acetyl-L-cystein (NAC) treatment - 1,12, 24 hour time-series	transcription profiling by array	Homo sapiens	12	2005-07-15	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-146/E-MEXP-146.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-146/E-MEXP-146.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-146/
E-MEXP-147	Transcription profiling of human colon carcinoma cells Caco-2 response to N-acetyl-L-cystein (10 mM) (1,12 and 24 hour time-series)	transcription profiling by array	Homo sapiens	12	2005-07-15	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-147/E-MEXP-147.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-147/E-MEXP-147.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-147/
E-MEXP-199	Transcription profiling of response of human Hep3B (Hepatoma cells) following rAdTAp63 or rAdTAp53 transfer	transcription profiling by array	Homo sapiens	18	2005-06-01	Data is not available	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-199/E-MEXP-199.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-199/
E-MEXP-200	Transcription profiling of response of human Saos cells to p63	transcription profiling by array	Homo sapiens	3	2004-11-15	Data is not available	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-200/E-MEXP-200.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-200/
E-MEXP-230	Transcription profiling of human cells expressing FoxM1-ER fusion protein	transcription profiling by array	Homo sapiens	14	2005-01-01	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-230/E-MEXP-230.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-230/E-MEXP-230.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-230/
E-MEXP-296	Transcription profiling of two human cellular models of erythroid differentiation: K562 erythroid-leukemia cells treated with 1uM arabinofuranosyl-cytosine (AraC), and CD34+ stem cells treated with 7U/ml erythropoietin	transcription profiling by array	Homo sapiens	9	2006-12-31	Data is not available	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-296/E-MEXP-296.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-296/
E-MEXP-349	Transcription profiling of human Hep3B Cells to TAp73 treatment to investigate apoptosis	transcription profiling by array	Homo sapiens	16	2005-12-01	Data is not available	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-349/E-MEXP-349.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-349/
E-MEXP-389	Transcription profiling of generic impact of protein aggregation (aggregation of proteins not associated with neurodegenerative disease) on gene expression in human cultured cells	transcription profiling by array	Homo sapiens	16	2005-07-20	Data is not available	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-389/E-MEXP-389.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-389/
E-MEXP-390	Transcription profiling of QUB HCT116 sensitive and resistant colorectal cancer time series	transcription profiling by array	Homo sapiens	45	2006-01-01	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-390/E-MEXP-390.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-390/raw/		http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-390/
E-MEXP-403	Transcription profiling of human Burkitts lymphoma cell lines treated with trichostatin A vs controls	transcription profiling by array	Homo sapiens	8	2006-08-07	Data is not available	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-403/E-MEXP-403.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-403/
E-MEXP-421	Transcription profiling of human embryonic kidney cells expressing apoptosis inducing proteins, time series	transcription profiling by array	Homo sapiens	30	2005-09-05	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-421/E-MEXP-421.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-421/E-MEXP-421.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-421/
E-MEXP-440	Transcription profiling by array of human breast cancer cell lines after treatment with lapatinib	transcription profiling by array	Homo sapiens	36	2005-10-15	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-440/E-MEXP-440.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-440/E-MEXP-440.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-440/
E-MEXP-500	Transcription profiling of human N-Acetyl L-cysteine induced differentiation of NHEK cells in vitro	transcription profiling by array	Homo sapiens	24	2005-11-30	Data is not available	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-500/E-MEXP-500.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-500/
E-MEXP-549	Transcription profiling by array of irradiated human MOLT4 cells	transcription profiling by array	Homo sapiens	21	2006-03-01	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-549/E-MEXP-549.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-549/E-MEXP-549.raw.1.zip	Yes	http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-549/
E-MEXP-569	Transcription profiling of human vascular smooth muscle cells in response to cyclical mechanical strain over a time series of 2, 4 and 24 hours to examine temporal patterns of gene expression in response to strain	transcription profiling by array	Homo sapiens	8	2006-07-30	Data is not available	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-569/E-MEXP-569.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-569/
E-MEXP-708	Transcription profiling of human HeLa cells synchronized at the G1-S boundary and then sampled at 2-hour intervals during S-phase	transcription profiling by array	Homo sapiens	18	2006-11-02	Data is not available	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-708/E-MEXP-708.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-708/
E-MEXP-714	Transcription profiling by array of human hepatitis C virus replicon cells after treatment with interferon-alpha 2a	transcription profiling by array	Homo sapiens	29	2011-11-08	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-714/E-MEXP-714.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-714/E-MEXP-714.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-714/
E-MEXP-751	Transcription profiling of camptothecin treatment time series performed on human DBTRG-05MG glioma cells	transcription profiling by array	Homo sapiens	12	2006-09-30	Data is not available	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-751/E-MEXP-751.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-751/
E-MEXP-765	Transcription profiling by array of human mammary epithelial cells grown in 2D monolayers with or without EGF and insulin, or 3D Matrigel culture, after treatment with 4-hydroxytamoxifen	transcription profiling by array	Homo sapiens	9	2006-12-31	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-765/E-MEXP-765.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-765/E-MEXP-765.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-765/
